Detailed Story ID,Epic,Capability,Feature Group,Story Type,Source Control Row,Original Release,Proposed Wave,Priority,Baseline Evidence Status,Reconciled Evidence Status,Reconciliation Confidence,Reconciliation Basis,User Story,Acceptance Criteria Summary,Remaining Scope Context,Legal/Domain Revalidation,Dependency Epics
PLN-E15-009,E15,Audit & Security,Apply strong authentication and zero-trust session controls,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Security Architect, I need to apply strong authentication and zero-trust session controls, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","MFA/step-up, session risk, device/network context and reauthentication protect high-risk payroll actions. Source-derived checks: Network location alone never grants payroll access.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-010,E15,Audit & Security,Apply field-level and purpose-based access,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Data Protection Administrator, I need to apply field-level and purpose-based access, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Sensitive identifiers, bank, salary and tax data are masked or denied by purpose and user scope.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-011,E15,Audit & Security,Capture complete payroll audit events,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Audit Administrator, I need to capture complete payroll audit events, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Material reads, writes, approvals, calculations, exports, access changes and administrative actions record actor, time, context and before/after evidence. Source-derived checks: Append-only after acceptance.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-012,E15,Audit & Security,Define and verify audit coverage,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Internal Auditor, I need to define and verify audit coverage, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Every high-risk capability maps to required audit events, retention and investigator access, with automated coverage tests.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-013,E15,Audit & Security,Provide tamper-evident audit integrity,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Security Architect, I need to provide tamper-evident audit integrity, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Audit records are append-only, access-controlled and verifiable for deletion or alteration attempts. Source-derived checks: Application administrators cannot update accepted audit records. / Hash chaining, signed batches or immutable storage should detect unauthorised alteration.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-014,E15,Audit & Security,Support audit search and investigation,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Internal Auditor, I need to support audit search and investigation, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Investigators can search by actor, employee, object, period, correlation and action while sensitive fields remain protected. Source-derived checks: 17.2 Investigation package","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-015,E15,Audit & Security,Continuously monitor controls and anomalies,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Controls Manager, I need to continuously monitor controls and anomalies, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Control failures, unusual access, configuration changes, duplicate payments and other anomalies create assigned alerts. Source-derived checks: 18.1 Payroll monitoring scenarios / Unusual salary or net-pay increase. / New bank account followed by immediate high-value payment.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-016,E15,Audit & Security,Manage compliance obligations and attestations,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Compliance Lead, I need to manage compliance obligations and attestations, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Obligations link authority, owner, due date, evidence, status, exceptions and attestation. Source-derived checks: Period-specific obligation instance / Evidence / filing / payment / Closure or breach remediation","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-017,E15,Audit & Security,Track control deficiencies and remediation,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Controls Manager, I need to track control deficiencies and remediation, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Deficiencies have severity, root cause, owner, action, due date, retest and closure approval. Source-derived checks: 22.1 Deficiency classification / privacy_or_security_impact","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-018,E15,Audit & Security,Classify payroll data and processing purposes,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Data Protection Officer, I need to classify payroll data and processing purposes, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Data elements are classified by sensitivity, purpose, jurisdiction, owner and permitted use.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-019,E15,Audit & Security,Maintain data inventory and processing records,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Data Governance Lead, I need to maintain data inventory and processing records, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Systems, tables, fields, transfers, recipients, purpose, retention and lawful basis are inventoried. Source-derived checks: The platform should maintain an inventory of payroll data categories and processing activities sufficient to demonstrate ownership, purpose, source, recipients, storage location, retention and safeguards.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-020,E15,Audit & Security,Enforce purpose limitation and minimisation,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Data Protection Officer, I need to enforce purpose limitation and minimisation, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Collection, access, export and retention are limited to payroll purpose and approved downstream need. Source-derived checks: Collect only fields required for payroll, tax, statutory, payment, benefit, accounting or approved support purposes. / Separate operational payroll data from development and test environments. / Limit support users to metadata and masked values.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-021,E15,Audit & Security,Operate data correction and quality controls,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Data Governance Lead, I need to operate data correction and quality controls, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Correction requests preserve original value, authority, approval, downstream impact and completion status. Source-derived checks: The product must support correction requests without rewriting historical payroll evidence. A corrected master record creates a new effective-dated version; an incorrect historical payroll result uses the Iteration 7 correction process.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-022,E15,Audit & Security,Preserve end-to-end data lineage,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Data Governance Lead, I need to preserve end-to-end data lineage, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Source event, transformation, snapshot, calculation, output and downstream acknowledgement are linked. Source-derived checks: Lineage must be queryable in both directions: from source to every downstream use, and from a payslip, payment or journal back to the original source and approvals.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-023,E15,Audit & Security,Apply retention policies and legal holds,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Records Manager, I need to apply retention policies and legal holds, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Retention is effective-dated by record type/jurisdiction; legal hold suspends disposal and preserves scope/evidence. Source-derived checks: The longest possible period should not be used as a universal default. / Minimum statutory retention and maximum approved business retention should both be represented. / Disposal must be suspended for legal hold, investigation or unresolved correction.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",PRIVACY/CYBER/RETENTION RULE REVALIDATION REQUIRED,CROSS-CUTTING
PLN-E15-024,E15,Audit & Security,Archive and securely dispose records,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Records Manager, I need to archive and securely dispose records, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Archived records remain retrievable and verifiable; disposal is authorised, logged and irrecoverable to the required standard. Source-derived checks: 33.1 Archival requirements / Preserve data meaning, schema version, relationships and integrity hash. / Maintain search and authorised retrieval capability.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-025,E15,Audit & Security,Protect data residency and external transfers,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Data Protection Officer, I need to protect data residency and external transfers, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Storage and transfer locations, processors, safeguards and approvals are recorded and enforced. Source-derived checks: The platform must maintain the physical and logical location of payroll data, logs, backups, documents and processors. It should support jurisdiction or employer restrictions without assuming that all data categories have the same residency rule.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",PRIVACY/CYBER/RETENTION RULE REVALIDATION REQUIRED,CROSS-CUTTING
PLN-E15-026,E15,Audit & Security,Encrypt payroll data and manage keys,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Security Architect, I need to encrypt payroll data and manage keys, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Sensitive data is encrypted in transit and at rest; keys are separated, rotated, access-controlled and recoverable.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-027,E15,Audit & Security,Manage secrets outside application code,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Platform Security Administrator, I need to manage secrets outside application code, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Secrets use approved vaulting, rotation, access logging and emergency recovery and never appear in source, logs or images. Source-derived checks: No credentials in source code, spreadsheets, deployment manifests or logs. / Central vault for database, API, bank, statutory and signing secrets. / Automatic rotation where supported.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-028,E15,Audit & Security,Operate secure development and vulnerability management,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Engineering Security Lead, I need to operate secure development and vulnerability management, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Threat modelling, dependency scanning, code review, testing, patch SLAs and exception governance are evidenced. Source-derived checks: Requirement and threat model / Code and dependency controls / Automated tests and security scanning","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-029,E15,Audit & Security,Integrate security logging and incident response,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Security Operations Lead, I need to integrate security logging and incident response, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Security events reach monitored logging with correlation, alerting, incident severity, containment and evidence preservation. Source-derived checks: 40.1 Security log sources / Identity provider and strong-authentication events / Application access and authorisation decisions","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",PRIVACY/CYBER/RETENTION RULE REVALIDATION REQUIRED,CROSS-CUTTING
PLN-E15-030,E15,Audit & Security,Manage personal-data breach response,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Data Protection Officer, I need to manage personal-data breach response, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Assessment, containment, affected data/subjects, notification decision, deadlines and corrective actions are recorded.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",PRIVACY/CYBER/RETENTION RULE REVALIDATION REQUIRED,CROSS-CUTTING
PLN-E15-031,E15,Audit & Security,Govern third parties and processors,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Third-Party Risk Manager, I need to govern third parties and processors, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Due diligence, contract controls, data scope, security evidence, sub-processors and exit obligations are maintained. Source-derived checks: Support and implementation partners","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",PRIVACY/CYBER/RETENTION RULE REVALIDATION REQUIRED,CROSS-CUTTING
PLN-E15-032,E15,Audit & Security,Define business impact and recovery objectives,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Business Continuity Lead, I need to define business impact and recovery objectives, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Critical payroll services, dependencies, maximum outage, RTO, RPO and minimum operating capability are approved. Source-derived checks: The business impact analysis identifies which payroll services must recover first, the maximum tolerable disruption and dependencies required to meet employee-payment and compliance obligations.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-033,E15,Audit & Security,"Provide disaster recovery, backup and restore",Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Platform Resilience Lead, I need to provide disaster recovery, backup and restore, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Backups are encrypted, tested and restorable; failover/failback meets approved RTO/RPO with evidence. Source-derived checks: Separate failure domain or recovery region.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-034,E15,Audit & Security,Operate contingency payroll and continuity testing,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Continuity Lead, I need to operate contingency payroll and continuity testing, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","A controlled minimum-payroll process, decision authority, data source, reconciliation and later recovery are rehearsed. Source-derived checks: A contingency payroll is a deliberately reduced but controlled operating mode used when the normal platform or critical dependency cannot recover before the payment deadline.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-035,E15,Audit & Security,Govern configuration promotion and releases,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Product Administrator, I need to govern configuration promotion and releases, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Configuration/rule changes move through controlled environments with comparison, approval, rollback and evidence. Source-derived checks: Configuration is packaged with version and content hash. / Production changes are not manually re-keyed when promotion is possible. / Environment-specific secrets are excluded from the package.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-036,E15,Audit & Security,"Administer feature flags, rules, schedules and integrations",Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Product Administrator, I need to administer feature flags, rules, schedules and integrations, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Administrative changes are scoped, approved, audited and protected from unsafe production activation. Source-derived checks: A flag cannot bypass statutory or security controls.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-037,E15,Audit & Security,Administer tenants and system parameters,Business / Workflow,E15-01,R1-R4,P12,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Platform Administrator, I need to administer tenants and system parameters, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Tenant provisioning, isolation, limits and system parameters are controlled without cross-tenant exposure. Source-derived checks: Tenant-specific encryption or key-separation policy where required. / No cross-tenant reports or exports without explicit platform authority.","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E15-038,E15,Audit & Security,Provide governance dashboards and evidence packs,Business / Workflow,E15-01,R1-R4,P12,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Governance Lead, I need to provide governance dashboards and evidence packs, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Dashboards show control, access, data quality, retention, incident and continuity status; evidence packs are reproducible. Source-derived checks: Payrolls completed on time / Employees paid late or incorrectly / Material control failures","Formal SoD catalog and conflict engine, JML/access reviews, privileged/break-glass access, encryption/key lifecycle, retention/legal hold, incident controls, control testing, governance administration and full BCP operations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,CROSS-CUTTING
PLN-E16-001,E16,Migration & Parallel,Govern implementation stage gates and scope traceability,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Programme Director, I need to govern implementation stage gates and scope traceability, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Each stage has entry/exit criteria, accountable approval and traceability from product requirement to evidence. Source-derived checks: Data and integration proving / System and end-to-end testing / Hypercare and stabilisation","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-002,E16,Migration & Parallel,Plan deployment waves and environment landscape,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Implementation Architect, I need to plan deployment waves and environment landscape, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Waves, tenants, populations, integrations and rollback boundaries are explicit across controlled environments. Source-derived checks: A wave must define how employees transferring between old and new platforms are handled, which system owns year-to-date balances, which platform files statutory returns, and how consolidated finance and management reporting is produced.","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-003,E16,Migration & Parallel,Prove non-functional readiness before migration,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Technical Programme Lead, I need to prove non-functional readiness before migration, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Capacity, security, resilience, observability and operational support evidence meet approved thresholds.","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-004,E16,Migration & Parallel,Implement and reconcile configuration,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Configuration Lead, I need to implement and reconcile configuration, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Configured organisations, rules, calendars, components and workflows are source-controlled, reviewed and reconciled to design. Source-derived checks: 9.1 Configuration domains / Tenants, legal entities, payroll statutory units and establishments / Pay groups, calendars, cut-offs and payment dates","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-005,E16,Migration & Parallel,Implement and certify integrations,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Integration Lead, I need to implement and certify integrations, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Contracts, authentication, idempotency, sequencing, reconciliation and failure recovery are certified end-to-end. Source-derived checks: 10.1 Integration certification / Schema and contract version accepted by both source and target owners. / Authentication, authorisation, encryption and certificate renewal proven.","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-006,E16,Migration & Parallel,Create a governed migration architecture,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Migration Architect, I need to create a governed migration architecture, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Extract, stage, transform, validate, approve and load steps are repeatable, restartable and isolated from production processing. Source-derived checks: Controlled source extracts / Profiling and quality rules / Transformation and cross-reference","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-007,E16,Migration & Parallel,Inventory and disposition source data,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Data Migration Lead, I need to inventory and disposition source data, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Every source object is classified migrate, archive, retain externally or dispose with owner and rationale. Source-derived checks: Migrate as read-only historical record / Retain in secure legacy archive / migration_source_snapshot","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-008,E16,Migration & Parallel,Profile and remediate migration data quality,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Data Migration Lead, I need to profile and remediate migration data quality, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Completeness, validity, uniqueness, referential integrity and payroll-critical defects are measured and assigned. Source-derived checks: 13.1 Data-quality issue lifecycle / Correct at source / transform / accept exception / 13.2 Migration exception classes","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
