Detailed Story ID,Epic,Capability,Story Type,Reconciled Evidence Status,UI Applicability,Required UI Surface,UI Delivery Status,Browser E2E Status,UI Evidence / Closure Note
PLN-E12-006,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-007,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-008,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-009,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-010,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-011,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-012,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-013,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-014,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-015,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-016,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-017,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-018,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-019,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-020,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-021,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-022,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-001,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-002,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-003,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-004,E13,Payslips & ESS,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-005,E13,Payslips & ESS,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-006,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-007,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-008,E13,Payslips & ESS,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-009,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-010,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-011,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-012,E13,Payslips & ESS,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-013,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-014,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-015,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-016,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-017,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-018,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-019,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-020,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E13-021,E13,Payslips & ESS,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-001,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-002,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-003,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-004,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-005,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-006,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-007,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-008,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-009,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-010,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-011,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-012,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-013,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-014,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E14-015,E14,Reporting & Communications,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-001,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-002,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-003,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-004,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-005,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-006,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-007,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-008,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-009,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-010,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-011,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-012,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-013,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-014,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-015,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-016,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-017,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-018,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-019,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-020,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-021,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-022,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-023,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-024,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-025,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-026,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-027,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-028,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-029,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-030,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-031,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-032,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-033,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-034,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-035,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-036,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-037,E15,Audit & Security,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E15-038,E15,Audit & Security,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E16-001,E16,Migration & Parallel,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E16-002,E16,Migration & Parallel,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E16-003,E16,Migration & Parallel,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E16-004,E16,Migration & Parallel,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E16-005,E16,Migration & Parallel,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E16-006,E16,Migration & Parallel,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E16-007,E16,Migration & Parallel,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E16-008,E16,Migration & Parallel,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E16-009,E16,Migration & Parallel,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
